序号,题号,题目名称,难度,通过率,挑战人数,标签
5258,3186,简单的题V,难,87.7%,2164,思维、STL
5259,1436,游戏中的学问,难,90%,2164,2013、JSOI、动态规划
5260,1218,小明的游戏1,中,90.5%,2167,尼姆博弈
5261,3746,小桥的神秘礼物盒,难,95.5%,2170,队列
5262,449,写日志,中,89.4%,2171,2014、省赛、代码填空
5263,3840,回文字母图,中,53.5%,2174,模拟、暴力
5264,763,装箱问题,难,75.6%,2176,2001、NOIP、动态规划
5265,817,路径计数,难,70.8%,2178,2019、国赛
5266,242,第八大奇迹,难,52.6%,2179,2019、树状数组、国赛、二分
5267,3460,巧克力,易,78.2%,2181,前缀和
5268,5483,区间内3的倍数的个数,中,98.5%,2182,模拟、语法
5269,19687,帕鲁服务器崩坏【算法赛】,中,76.7%,2183,前缀和
5270,19793,情报传递1【算法赛】,中,75.8%,2184,动态规划
5271,487,孪生素数,中,97.1%,2194,2011、省赛、代码填空
5272,5480,联赛场次,中,98.6%,2198,语法
5273,238,逃出生天,中,2.2%,2199,2019、字符串、国赛
5274,2481,运动会,难,87.5%,2200,2022、省模拟赛
5275,20099,秃头风险【算法赛】,中,46.7%,2207,思维、数学、分类讨论
5276,4133,小浩的ABC,中,93.7%,2211,思维、构造、数学
5277,9993,扫雷II【算法赛】,中,87%,2212,状压DP
5278,8051,斐波拉契跳跃【算法赛】,中,49.3%,2214,动态规划
5279,958,等差数列,难,7.4%,2216,线段树、差分、JSOI
5280,454,前缀判断,中,97.3%,2216,2013、省赛、代码填空
5281,10013,数学尖子生【算法赛】,中,25.5%,2217,数学
5282,329,对称二叉树,中,49.3%,2217,2018、字符串hash、NOIP、树
5283,20248,再创新高【省模拟赛】,中,95.2%,2220,
5284,19982,薅羊毛【算法赛】,中,54.5%,2222,快速幂、GCD、LCM
5285,17141,最长同类子串,难,5.4%,2222,2023、字符串hash、国赛
5286,259,公式求值,难,5.5%,2225,2013、国赛、动态规划、卢卡斯定理
5287,3891,帮派弟位,中,94.6%,2236,模拟、树形DP
5288,20560,逃离高塔,易,84.7%,2236,省赛、2025
5289,18443,合成贤者之石【算法赛】,易,79.6%,2239,数学
5290,2182,三角序列,难,3.4%,2250,2022、主席树、国赛、二分
5291,151,晚会节目单,难,65.5%,2250,2020、线段树、省模拟赛
5292,17351,小齐与朋友的卵石游戏,中,82%,2254,贪心
5293,1544,小B的宿舍,难,85.3%,2257,贪心
5294,16576,方程【算法赛】,中,29.3%,2262,矩阵快速幂、递推
5295,3349,最快洗车时间,难,89.6%,2268,动态规划
5296,17173,疯狂星期六【算法赛】,中,95.9%,2272,语法
5297,3068,简单的数学问题,易,53.2%,2272,数论分块
5298,1374,锻造兵器,难,76.1%,2290,双指针
5299,321,分发饼干,难,93.6%,2291,模拟、思维
5300,19784,挑选武将【算法赛】,中,55.8%,2293,模拟、排序
5301,2220,窗口,中,59.2%,2293,2022、模拟、国赛
5302,236,轨道炮,难,74.2%,2295,2019、模拟、贪心、国赛
5303,19785,北伐军费【算法赛】,中,88.4%,2307,博弈、数学
5304,1577,倍数个数,中,97.7%,2312,2018、省赛、代码填空
5305,345,棋盘,难,70.8%,2313,2017、NOIP、搜索、DFS
5306,520,Hankson 的趣味题,难,67.9%,2316,2009、GCD、NOIP
5307,19777,三顾茅庐【算法赛】,中,61%,2317,数学
5308,17039,区间计数【省模拟赛】,中,98.2%,2321,2023、枚举、省模拟赛
5309,1518,自行车停放,中,96.3%,2321,
5310,3142,可获得的最小取值,中,83.4%,2335,思维、前缀和
5311,687,五星填数,难,90.8%,2335,2015、国赛
5312,705,六角填数,难,97.1%,2337,2014、省赛
5313,12422,机器人【算法赛】,难,34.9%,2342,逆元、数学
5314,20182,知识考量码【算法赛】,中,52.1%,2343,快速幂、数位DP
5315,2300,质数拆分,中,92%,2347,2022、背包问题
5316,1513,快乐司机,中,96.1%,2354,贪心
5317,4397,图书排序,中,91.8%,2356,希尔排序
5318,5482,矩形翻转,中,98.5%,2363,模拟、语法
5319,807,最优旅行,难,80.4%,2365,2019、国赛
5320,17043,最大的Y【省模拟赛】,中,80.5%,2368,2023、模拟、省模拟赛
5321,2293,0 的个数,难,96.9%,2368,2022、模拟、二进制
5322,732,微生物增殖,难,93.6%,2372,2012、省赛
5323,569,不高兴的津津,中,96.8%,2378,2004、暴力、枚举、NOIP
5324,3160,boarder,中,91.3%,2379,KMP、字符串hash
5325,6275,最大差,中,93.7%,2379,2023、枚举、省模拟赛
5326,19778,赤壁之战【算法赛】,中,70.5%,2380,动态规划
5327,484,最小公倍数,中,95.9%,2393,2011、省赛、代码填空
5328,2265,充电能量,中,94.3%,2398,2022
5329,2488,最小公倍数,中,96.7%,2400,2022、省模拟赛、代码填空
5330,20112,不同的总分值,易,93%,2401,国赛、2024
5331,314,最多有 k 个字符的最长子字符串,难,93.1%,2402,字符串、模拟
5332,2487,平方和拆分,难,95.7%,2414,2022、省模拟赛、代码填空
5333,619,复数幂,难,37.4%,2417,2018、省赛
5334,20310,发射火箭【算法赛】,难,96.6%,2421,语法
5335,3817,混境之地2,中,78.5%,2425,思维、DFS
5336,1658,不同子串,中,94.9%,2431,2019、省赛
5337,696,国王的遗产,中,97.7%,2431,2014、国赛
5338,260,横向打印二叉树,中,75.8%,2433,2013、模拟、国赛
5339,10009,开关【算法赛】,中,41.7%,2440,快速幂、概率
5340,4988,阿坤老师的蓝桥魔方,中,94.4%,2441,模拟
5341,19860,敲打骷髅兵【算法赛】,中,80.9%,2441,模拟、数学
5342,12116,怪兽突击【算法赛】,中,46%,2447,贪心
5343,220,兰顿蚂蚁,难,93.3%,2447,2014、模拟、省赛
5344,19747,唐僧玩梗【算法赛】,易,98.5%,2453,语法
5345,330,铺设道路,中,92%,2458,2018、树状数组、贪心、NOIP
5346,20148,套手镯,中,51.1%,2460,国赛、2024
5347,3605,哈密顿绕行世界问题,易,81.2%,2469,DFS
5348,20323,国赛加油【算法赛】,易,92.7%,2471,语法
5349,711,高斯日记,难,95.1%,2473,2013、省赛
5350,19915,最小生成树1,易,84.6%,2482,最小生成树
5351,3010,幸运字符串,中,88.4%,2484,KMP、字符串
5352,3348,可构造的序列总数,难,88%,2495,动态规划
5353,19774,求解组合数,中,70.6%,2496,排列组合
5354,8733,大风起兮【算法赛】,中,39.6%,2502,二分、数据结构
5355,19839,Dijkstra求最短路1,中,91.2%,2503,Dijkstra、最短路问题
5356,1786,球在哪个盒子里？,易,95.7%,2505,
5357,228,矩阵求和,难,38.4%,2508,2018、莫比乌斯反演、欧拉函数、国赛
5358,6274,相近分解,易,96.2%,2514,2023、省模拟赛、数学
5359,485,金字塔,中,98.1%,2531,2011、省赛、代码填空
5360,6270,对折次数,易,87.6%,2540,2023、模拟、省模拟赛
5361,20506,登山,难,36.4%,2546,省赛、2025
5362,20169,最长回文前后缀,难,56.6%,2554,国赛、2024
5363,1054,最长公共子序列,难,61.9%,2559,HAOI、动态规划、树
5364,4882,灵石疫苗的分配,中,95.2%,2561,思维、枚举、语法
5365,377,计数问题,中,95.3%,2561,2013、模拟、NOIP、计数问题
5366,19764,输出格式练习,中,79.9%,2565,语法
5367,17126,单词分类,中,32.8%,2569,2023、字典树、国赛、动态规划
5368,1206,字符串统计,难,95.9%,2576,模拟、哈希表
5369,19850,扫把扶不扶【算法赛】,难,77.9%,2580,模拟、日期问题
5370,2930,地图,中,80.5%,2581,动态规划、搜索、DFS
5371,1785,参赛名单,易,87.8%,2582,
5372,20551,2025,易,74%,2588,省赛、2025
5373,20562,2025图形,易,83.1%,2594,省赛、2025
5374,4059,新一的宝藏搜寻加强版,易,94.7%,2598,背包问题
5375,6276,最尖位置,易,98%,2601,2023、枚举、省模拟赛
5376,3737,01小游戏,中,94.7%,2604,模拟、二分、STL
5377,3008,特殊的三角形,易,89.5%,2605,思维、前缀和、枚举、搜索、DFS、数学
5378,17130,最大算式,难,51.8%,2610,2023、贪心、国赛、数学
5379,3421,小郑的数学作业,中,60%,2630,思维、贪心
5380,17040,数位和【省模拟赛】,易,93.8%,2646,2023、模拟、省模拟赛
5381,233,自描述序列,难,36%,2651,2018、国赛、递推
5382,20244,01串个数【省模拟赛】,中,85.9%,2652,
5383,3745,餐厅排队,中,96.9%,2654,双端队列
5384,7944,最大落差,易,96.3%,2655,枚举、省模拟赛
5385,1539,座次问题,中,93.3%,2658,枚举
5386,17123,躲炮弹,难,36%,2660,2023、国赛、质因子分解
5387,1517,回形取数,易,94.7%,2663,模拟
5388,727,好好学习,易,97.8%,2669,2013、国赛
5389,668,平方怪圈,易,94.9%,2673,2016、省赛
5390,19772,喜鹊罢工【算法赛】,易,97.2%,2675,语法
5391,20539,最短距离,易,78.8%,2679,省赛、2025
5392,139,居民集会,中,37.1%,2681,2015、分治、国赛、动态规划、斜率优化
5393,1564,覆盖,易,80.8%,2682,2021、国赛、状压DP
5394,20153,下一次相遇,中,86%,2684,国赛、2024
5395,1635,分巧克力（刷题赛）,易,84.4%,2685,
5396,3220,小蓝学位运算,中,92.9%,2697,容斥、思维、前缀和、位运算、数学、二进制
5397,721,梅森素数,易,97.1%,2699,2013、省赛
5398,20255,灯笼大乱斗【算法赛】,中,59.7%,2701,优先队列、思维
5399,4403,希尔排序模板题,易,94.9%,2701,希尔排序
5400,2224,修路,中,72.2%,2709,2022、国赛、动态规划
5401,4860,基德的神秘冒险,中,89.6%,2710,前缀和、二分
5402,285,上三角方阵,难,92.5%,2717,2011、模拟、省赛
5403,20516,生产车间,中,42.9%,2717,省赛、2025
5404,7937,最多约数,中,97.7%,2719,省模拟赛、数学
5405,620,方格计数,中,69.9%,2719,2018、省赛
5406,3567,添加路障,难,18.1%,2721,DFS
5407,206,打印十字图,难,89.9%,2722,2013、模拟、省赛
5408,20525,水质检测,难,51.8%,2725,省赛、2025
5409,726,连续奇数和,中,97.5%,2727,2013、国赛
5410,286,Playfair密码,中,88%,2730,2011、字符串、模拟、省赛
5411,2486,生成树,易,94.9%,2737,2022、省模拟赛、代码填空
5412,20261,数星星,中,63.4%,2740,国赛、2024
5413,733,古堡算式,易,96.3%,2743,2012、省赛
5414,735,巧排扑克牌,难,92.6%,2744,2012、省赛
5415,20051,降维打击【算法赛】,难,9.3%,2745,字符串、后缀数组
5416,20151,跳石头,中,85.9%,2751,国赛、2024
5417,590,合法括号序列,易,91.4%,2752,2020、省模拟赛
5418,1177,小明的背包4,易,88.9%,2756,混合背包、背包问题
5419,1375,m计划,易,78.2%,2757,倍增
5420,19856,全栈项目小组【算法赛】,易,77.7%,2758,模拟、枚举
5421,19801,武松打病猫【算法赛】,易,98.2%,2759,语法
5422,19869,青铜门上的涂鸦【算法赛】,中,40.5%,2760,字符串、模拟
5423,1794,双条件联结词,易,96.5%,2767,
5424,709,绳圈,中,86.1%,2780,2014、省赛
5425,12467,压制二元组的总价值【算法赛】,中,27.5%,2781,树状数组
5426,719,幻方填空,难,97.1%,2783,2013、省赛
5427,225,搭积木,难,60.3%,2786,2018、国赛、动态规划、搜索
5428,3965,购物策略,中,88.7%,2791,01背包
5429,1558,找素数,中,38.9%,2799,质数
5430,4881,小新的神秘棋盘,易,94.8%,2800,思维、语法
5431,20532,画展布置,中,64%,2801,省赛、2025
5432,17124,彩色二叉树,难,40.3%,2804,2023、贪心、国赛
5433,318,寻找岛屿的周长,易,94.4%,2808,模拟
5434,769,单词接龙,中,89%,2809,2000、字符串、NOIP、搜索
5435,1314,计数排序,易,93.6%,2819,计数排序、桶排序
5436,18440,二维差分,易,94.7%,2823,差分
5437,832,汉诺塔,难,28.4%,2825,SHOI、递推、递归
5438,7942,公约移动,易,87.9%,2830,省模拟赛、搜索
5439,527,笨小猴,易,89.5%,2832,2008、快速排序、NOIP、质数
5440,20109,完美数对【算法赛】,中,70%,2836,思维、枚举
5441,2384,整数分解,易,90.5%,2839,2021、思维、省赛、数学
5442,20145,数位翻转,中,63.4%,2850,国赛、2024
5443,417,全排列,易,78.4%,2854,2018、国赛、代码填空、树
5444,19977,蓝桥商场【算法赛】,易,70.7%,2866,思维
5445,6277,最小数位和,中,96.2%,2867,2023、枚举、省模拟赛
5446,3922,加训啦,中,85.1%,2872,动态规划、完全背包、二分、预处理
5447,19935,宝玉请安【算法赛】,易,82.6%,2874,数学
5448,1509,最少操作数,易,86.9%,2875,BFS
5449,2272,进制位数,易,95.8%,2876,2022
5450,19810,智子封锁,中,78.6%,2880,快速幂、模拟、数学
5451,418,字母组串,易,96.6%,2881,2017、省赛、代码填空
5452,685,完美正方形,难,71.6%,2882,2015、国赛
5453,4996,小蓝的学堂,易,94.4%,2885,语法
5454,436,九数组分数,易,97.4%,2886,2015、省赛、代码填空
5455,1550,矩阵相乘,难,95.6%,2887,矩阵乘法
5456,18492,整数查找,易,89.9%,2888,二分
5457,468,身份证号校验,易,97.8%,2892,2012、省赛、代码填空
5458,682,无穷分数,难,95.5%,2893,2015、省赛
5459,12088,求和,中,97.8%,2898,蓝桥杯备赛练习题
5460,2480,最长上升子序列,中,36.6%,2903,2022、省模拟赛
5461,1534,斐波那契数列（easy version）,易,93.3%,2905,递推、动态规划
5462,2355,排水管道,中,39.6%,2908,2020、省赛、二分
5463,19789,煎蛋的梦想,易,74.5%,2917,数学、质因子分解
5464,676,立方尾不变,易,83.8%,2918,2015、省赛
5465,2354,乘法表,易,76.9%,2925,省赛
5466,1032,画廊,中,77.4%,2928,2020、国赛、动态规划
5467,1782,凶手,易,89.2%,2938,
5468,358,扫雷游戏,易,92.3%,2943,2015、字符串、NOIP、搜索
5469,167,植树,中,67.7%,2943,2020、省模拟赛、搜索
5470,5481,足球联赛积分,易,98.8%,2960,语法
5471,20247,礼物发放【省模拟赛】,易,87.9%,2962,
5472,279,手机尾数,易,93.3%,2963,2012、模拟、省赛
5473,20557,寻找质数,易,80.9%,2964,省赛、2025
5474,1379,数数,中,4.2%,2964,2014、AC自动机、SDOI、数位DP
5475,20239,春晚魔术【算法赛】,中,45.8%,2975,欧拉降幂、快速幂、思维、数学
5476,12112,奇怪的段【算法赛】,中,80.2%,2975,动态规划
5477,3741,倒水,中,95.8%,2976,动态规划、背包问题
5478,2216,图书借阅,难,18.4%,2979,2022、贪心、国赛
5479,1784,谁干的好事？,难,20.1%,2984,
5480,16822,元素交换【算法赛】,易,56.4%,2991,思维
5481,2241,分石头,中,37.4%,2992,2022、思维、国赛、博弈
5482,9989,取余【算法赛】,中,21.9%,3002,思维、数学
5483,5118,小兰的神秘礼物,易,96.1%,3004,01背包
5484,278,取球游戏,中,92.5%,3010,2012、省赛、博弈
5485,277,密码发生器,易,94.9%,3011,2012、模拟、省赛
5486,7941,转换次数,易,91.6%,3016,模拟、省模拟赛
5487,1325,二二分分图,中,79.4%,3023,二分图、二分
5488,17045,最大子矩阵【省模拟赛】,中,91.1%,3030,2023、枚举、省模拟赛
5489,3046,拍照,易,93.9%,3032,动态规划、数学
5490,4050,烬寂海之谜,易,88.3%,3035,AC自动机、字符串匹配
5491,6280,迷宫逃脱【算法赛】,中,44.5%,3038,动态规划
5492,323,用杂志拼接信件,易,95.3%,3045,字符串
5493,2390,单峰序列,中,35.5%,3048,2022、省赛、动态规划
5494,407,数字统计,易,95.9%,3051,2010、模拟、贪心、排序、NOIP
5495,456,三部排序,易,97.4%,3051,2013、省赛、代码填空
5496,19978,蓝桥派对【算法赛】,中,46.4%,3056,排序、二分
5497,17139,非对称二叉树,中,68.7%,3059,2023、国赛、树形DP、动态规划
5498,19811,加与计数,易,81%,3069,思维、位运算、计数问题
5499,4993,小桥的糖果分配,易,95.9%,3069,语法
5500,295,有理数的循环节,易,71.2%,3082,2011、模拟、国赛
5501,1048,蓝跳跳,难,0.9%,3084,2020、循环数组、国赛、动态规划
5502,19847,运动饮料和矿泉水,中,77.2%,3084,思维、博弈
5503,4567,最大数目,易,95%,3084,思维、枚举、STL
5504,20246,阶乘求值【省模拟赛】,易,86.7%,3085,
5505,3691,区间或,易,91.8%,3086,前缀和、位运算
5506,8734,时空追捕【算法赛】,难,7.1%,3098,网络流
5507,20249,质因数之和【省模拟赛】,易,92.4%,3105,
5508,10006,质数王国【算法赛】,易,52.8%,3109,模拟、暴力
5509,6278,被替换的身份证【算法赛】,中,54.8%,3114,分类讨论
5510,282,地址转换,易,96.7%,3123,2012、模拟、国赛
5511,283,机器人行走,易,95.7%,3123,2012、模拟、国赛
5512,3336,第k个数,易,66.3%,3124,思维
5513,591,单词重排,易,96.2%,3126,2020、省模拟赛
5514,3937,小蓝的神秘行囊,易,97.7%,3128,背包问题
5515,627,激光样式,易,97.1%,3154,2018、国赛
5516,20180,喜糖摆放【算法赛】,中,71.8%,3155,思维
5517,20167,最小字符串,中,84.1%,3159,国赛、2024
5518,6273,统计次数,易,97.9%,3163,2023、枚举、省模拟赛
5519,20258,元宵交友【算法赛】,难,48.7%,3177,二分
5520,716,第39级台阶,中,91.2%,3180,2013、省赛
5521,20680,设计师调度【新生编程赛】,易,89.4%,3189,贪心
5522,16583,匹配二元组的数量【算法赛】,中,51.1%,3190,哈希表、排列组合、计数问题
5523,12118,聪明的交换策略【算法赛】,中,47.1%,3191,思维
5524,6279,深秋的苹果【算法赛】,中,70.9%,3195,二分
5525,8731,简单的LIS问题【算法赛】,难,42.2%,3200,LIS
5526,8732,充能计划【算法赛】,中,44%,3208,差分、排序、数据结构、离线处理
5527,315,寻找 3 个数的最大乘积,易,90.4%,3209,数学、分类讨论
5528,3875,体育健将,中,85%,3210,前缀和、二分
5529,17131,等腰三角形,难,8.4%,3211,2023、国赛、数学、分类讨论
5530,20259,摆放汤圆【算法赛】,易,59.7%,3212,递推、动态规划
5531,20243,玉米地【省模拟赛】,易,98.7%,3216,
5532,7940,最后的元音,易,98.2%,3217,字符串、省模拟赛
5533,4156,鸡哥的魔法豆,易,89.3%,3219,枚举、语法
5534,20274,备份比赛数据【算法赛】,中,46.9%,3228,模拟、二分
5535,308,求解硬币组成问题,难,82.4%,3228,动态规划
5536,19763,多组输入输出练习,易,91.8%,3232,语法
5537,20682,挑选题目【新生编程赛】,中,46.3%,3234,思维、枚举、博弈
5538,135,铺瓷砖,难,12.6%,3237,2015、矩阵乘法、国赛、状压DP
5539,408,接水问题,易,90.4%,3255,2010、贪心、NOIP、搜索
5540,20559,数位倍数,易,80%,3259,省赛、2025
5541,579,点数,易,95.5%,3265,2021、省模拟赛
5542,1157,乘法逆元,易,96.7%,3270,费马小定理、快速幂
5543,2228,宝石收集,中,10.4%,3270,2022、图论、强连通分量、国赛、动态规划
5544,4991,小桥的冒险,易,94.9%,3272,字符串、优先队列、模拟、贪心、语法
5545,2479,方阵,易,96.8%,3276,2022、省模拟赛
5546,1124,修建公路1,易,86%,3277,Prim、Kruskal
5547,1622,糊涂人寄信,易,93.3%,3288,思维、递推
5548,17137,序列,中,52.5%,3289,动态规划
